ayah	verdict	sha256	concern	suggestion
1	ok	c01cff6f983c5949d1b49e6d73c6642ad50a2b9158984d2f4f9e001c4d39fa87		
2	ok	8029c979c9d3bd08be496e22a7f23c5e915c8b6ceb2d4826de358a504fcad99f		
3	ok	cb41efba4a08143234028911d85f4af97ce68b12875dc2b0f19812349685f4a6		
4	ok	78a94b12e82647ba3c28a00e974dadf02b0473a8e3016ddca96ff6c5a8411e18		
5	ok	63e2a4990b8ad70be8757e1e908a9cb6dbd7b0b3588de83894f938b6351bf9db		
6	ok	921cf3339f267f4627f1bae4684c5e6def11ab91766ba04522d3455a29cc503b		
7	ok	b34b459cf3cdf99702d43b153d90c137732af9bb1943af4822ca3d84f08311c9		
8	ok	78ac191bd7a13499896aa80d6701b69b1359012da4e69175352e0c54e2bb98e8		
9	ok	a39ef44e8050c068087407308dec56fddd1a0dbaa4300a8a9e128025f08073a6		
10	ok	f8a32bfa8ea9222ec2a477a7478453dfaa83487f546e455437e737d529b602c3		
11	ok	2edb4de70bdf91835d600e748ff942117e533d2b65c8630d687677bc03a45b0c		
12	ok	c50b0902ec3b42e58b0979b1fcc89ce287788b93ac7f0174e735f8f4b26cd699		
13	ok	4af950010ea21f646bce6ed12ea7a5cafa2f3d9b45aded633a1aad6daf81905c		
14	concern	99973c508b26d117d5ef5bf2d219e9007a51097bf9142bf492294958581ac003	دیں (banaa dein, "turned into") is romanised "din", which reads as "din" (day). Same collision as the owner's Q21 ruling at 45:17 (daleelein dein); the past-tense verb دیں should be "dein", not "din".	Phir nutfa ko hum ne jama hua khoon bana diya, phir is khoon ke lothde ko gosht ka tukda kar diya. Phir gosht ke tukde ko haddiyan bana dein, phir haddiyon ko hum ne gosht pehna diya, phir doosri banaawat mein is ko paida kar diya. Barkaton wala hai woh Allah jo sab se behtareen paida karne wala hai.
15	ok	116f1737f93bbca275bfa3bd3407fa5f0267d629f0e7c1a9173a719274582d1f		
16	ok	f1f0e3e7ed85ec29197d88ffcbb7c452144a71033d617318a41381c206c87579		
17	ok	fa0941aa260083f9a130a8fda04db15d029f5e92330e5622e92fc1a914be025a		
18	ok	30c11adbfb604a0d95a4ffd3eb9b8a477407bdc1dbd21df174ac83ef071470b0		
19	ok	ff95de731848951733772ef04d8f8391875b384366bb4e81b60308665420055e		
20	ok	565ee09623a83d9572a50a0660ad5a1661161a97af682ca48c7efa52833d7d0e		
21	ok	b734ebf2c7351f4c2940ac35dbe846817851072f422262b2d36e763574053ebe		
22	ok	00a12d28a6a229545e7a70d8531e9318aed90d3393474bbd323d42c7274b7a20		
23	ok	7f27585288d075480b42dcdf1ea8746bbe50fce71853ccf52e62c2b99f0d2392		
24	ok	e46d1589de8443639ebdbffd529e3a6d26198df79e381cfd0e2d8c83a105f891		
25	ok	21a6075819b90dad97f7dd1fec2f715ddf0e627c13fc92e14d4181903a181a56		
26	ok	4f42d29fbc0fbdd9a7cf0fac3480e1b4efc749ae6aad4590678a684e34a293e9		
27	ok	b5e6127e8f443f420f46ad4462711b61a90ef1745b05348961e2e10453ab382f		
28	ok	2067f141b1dfffbad93d2621832514670644aabadd841c760cb8a08d14f53351		
29	ok	831293a8cd16938480ec49335503962621b80a6830dd28f7623e65b5ca167099		
30	ok	9a37e618387ebdb8c651efb30f2bbf9f5ea5bc307ffdde3af8d35afc96011bfc		
31	ok	f812b4d7b3dc615eb1d1baf3d9ab382d9e828299b5da6a7f75d4d3a16a1b8f76		
32	ok	682055025d29907b781c1aa38134b4892d26b9d156105b5293e54a1abfe14523		
33	ok	beff82eb33014e71cb64631b07b68d323daa61e10035dfd98bc8fa0c7c6ee17e		
34	ok	6ad422243d4101caa9990984d9409d149ae755bf589b795bc2cb6a06dab75a1a		
35	ok	a9704129021798eefd04d40588d4c1e9eb954f1daeb702d44d05d26512d7db0a		
36	ok	3fca0c78b0621427faa53be2297393e72af10e3fd9cde043bc9ab1be9721684c		
37	ok	4905c0f676f42a831d2d672a4cf3895052aac704f04387a7adfbca7da327964c		
38	ok	94e25e59e3c18f7ea824d346e370e2226050c74fd4e79e00a09f5cd19890e968		
39	ok	4382ea3d12615495851d855f40a2c40f754e7bc83711003b56d359cae82f2fbd		
40	ok	13e1ffe807d1ecceb62e5048f55f8f128b0500ec6cd7cbce92bce09cf979f7ee		
41	ok	8838d16fe6186400fe06c03539c2ffd93f4f819ef9f5e539c67f1603b071af95		
42	ok	4a54b4cec5ca1eadf3472145368b1e057564174db94d4f0f86a1873ef0bfe1c8		
43	ok	7023346eab2dcaca7ac3a908c4366a24398ce139afdce67b10db898ad56a482d		
44	ok	f329c56603da044fd762eca30610ac961a854b3ebf96ec3536b435378672fdc1		
45	ok	bd3818dc2fc3e54e5e71f9fde52f663aefacb4036ff9495bfe888a0ae4fa6ad2		
46	ok	29aa27775be1dcb716059bef8b1d0662d9998f7d90df5d286a9371601b882c46		
47	ok	0eea4c5667a3fa1ee1a2afcf0f1beb71e7f1ed4d79687fbd524d7caf24bf779d		
48	ok	8fd87c298aaabaf339ebeca00fae773bad131e9a56155145a11f174c033f20f6		
49	ok	0fae6e6840922324fb6f04023fd81b294e910a958c7829864e9d9e1680667f34		
50	ok	5016374c269a72c2d38b12fd637e2936099d4137aa60164028741357362b2a60		
51	ok	1be76bb84f51e7c4ae07f59a0dd0176ffd685ba229bac48103c1a2461811773f		
52	ok	6eff150172991ba7144c118e9dc28e5dbd5811b1ea613e8e15a768f9da074b94		
53	ok	1105c3edfd4f363f23205a146bc2d23fe50f258088195df45ca311c92d8768b6		
54	ok	79b9a11f0c056ca6733550d6d1f8844e80b1415e1b9ffe9fec29f04762767615		
55	ok	86c5e3c89e33718b775a27380a11bd7d6efdf20cb1b1ab9d0a181556ff99dae1		
56	ok	bf0f0e08e6dc6f407eae11de332f6dee593c10fd9b795464b73bfe80e087b688		
57	ok	e2370ec45d26a1fbafd1f490491b166db6a51e69d1e803692d3a5289a197c67b		
58	ok	d80c017963ff27ca3e5bf026f7bd435b71774f59e497804021360af416b05896		
59	ok	b767c45a550680a5393fd889f569d134b98c76ff49cc6a8661f0951a1389e7ee		
60	ok	5cf5ca5c4bbc25e6b77ce42b3e2df1e87dceef00e9dc7586d8455dbc071d9cbe		
61	ok	545268e699f550a185718efd23f71b679d72a479b46e173203930cb2d652d3c5		
62	ok	b7b2373120952999d533bc6cae197eba1285550629dc77885fbf9f749acb20da		
63	ok	a960194c59601261fc40fb3919c246125b766ab7993e7ba6291cc08bd922bd59		
64	ok	4e7db1150abbc486687b5cb695d3833a18bc49359452af4178c37cb50cb45abd		
65	ok	6de8649469ebec2a3250c49856c9ab1661849c478e5c78eed5725652fb2ec20d		
66	ok	e2f64a8529f1461427ed71c347538d82d14baeb31899155e57905389e59fd638		
67	ok	3f0f2d909ad2ad0469f32b8a6548fee62f64301f99e1ef3d8443d8ea3c96417f		
68	ok	c777641a9f6893a27e1aeb6b2e31e30106fb6a4e18ab8b400f93e8fa16708ed7		
69	ok	f536f4527b9503fec63175d504c06ba638096bdcce472400e958513eac876042		
70	ok	8e702fc7dda1e1a5b1d4250cd4e116f698225c86a14d191490240a027b34e0e8		
71	ok	bf18541df3c9443e9bab492d23c392bfd9c5e6df4132e567b7bf2a0ded0eeee6		
72	ok	0801594b8fbc1e4fa3b524ef6b8807ade9535972bac6c851bd7b757a97d2ef3d		
73	ok	1e8e40eaeb47b51c829d4c404aea82dae21d65fe519d9ab7d8b6be55220ab540		
74	ok	a095a960b39505736f837285202551be0a9a7a74f31eb432bc5a8960951e2fa1		
75	ok	4c514cb28244b1b1bebcc175107f72fd70b56ce53bfd17b0d427020762905db6		
76	ok	dd1eea97bf99104b1ceb4822030327e00d1af151da137cedefb550fecea6eb5e		
77	ok	09c16d1aef62f692e4b13ff48c95787ec4595820b150afdcf037f327e2c0ffab		
78	ok	f93c78c61849cd3c68065c073f253382f2f4a5a7d0b85ef57a531d2b03d7684b		
79	ok	bcca6163b1a1b8293290865fac46eeebf4c5f0fcdc056c6dcdc30b94c805130e		
80	ok	e3c666ca5088caf605ba7840f059e0c31fe277779b2713137d6ad9854418331b		
81	ok	348c1025c1e2d7b0cfc819683cdd10bbbdac5fdefa36cf34166d10ff3f735a1c		
82	ok	c150a3dc980c5ee3153667bfa5bd82558ffc03a104bb4103291dce3e7a52b962		
83	ok	b5c8cb7a319ea7872e2b25fbef32232d00908704a281092b67f3fa1e1060a4f6		
84	ok	ed1f2886815a2e06ff37141116aee24d4a8b1474103cd1b88c6227feea28cce4		
85	ok	75718494adaab14a85e83e2f419d3ab0e81cf7e677bf1ed8d30152d739872d29		
86	ok	8b6b6893accbb81750e0deeea2ac819c838960902d55792ccf010dcc9fda459e		
87	ok	5014f83fefce4c5de9452341bf2b6d8d298e291948ddcd854c8c8c4dcc48172e		
88	ok	184cc76d687e50d9f8e950f055970b38c3629bd81d7bc7a4f378edc1220e196c		
89	ok	47ca1ffb1623cf7858984121e5123608b73916d444451bb2fa4f42973b6dd8f2		
90	ok	7147ebba5f125d8cd7eea905c60150445cff106c2215ea4e3b02e550070d9fb0		
91	ok	7d85bbd2e4c5b557ed61d2202c9f5b9f450adf5cdd163989b6e6387189d21e32		
92	ok	c0b2a6b057e86cffcd1d42e1b1b0cbcb58da78a47cd433c9a54c9b232c2bb553		
93	ok	69b897aca3a7d5ff7b9cca3579ab62cff8d60b9de09736268066d0ea48e1a688		
94	ok	ecae515208d9717f246b22071bb2751e9eb2b7d1f0253f14ec089bb8d158ef59		
95	ok	4e02f8dac67f153fec9c4c76ad221d6b90e798170b46ccc0c9c2e611d1851840		
96	ok	0d06659fc6ac9d252ef13d5b530869825f8b3a20f6ab7697afb19c598c9a0f2b		
97	ok	f53f63fcb5498d0977d7c558bfe671abaf77f8520db6a838c87d83dabf5a62f2		
98	ok	0cc4314f3b492b16fe486bc8cbf8fd6d30f816f468801c1131a8a9297bc4b476		
99	ok	5373c5ed6964ef6f956ccd40efa65d199a5c89bf6d56c96f391f5f09ce5dbc98		
100	ok	ea38c0eb5f1e2d917c5c09ae984c477c5d0cbc2e30adedc47515f82e1b77ee6f		
101	ok	aadf7f355166424085a1457461946131112467c9818d38fe6ea468b769f89124		
102	ok	6cac80d7874cce11f93c9560e1218662e7033133f7b90d788be33db702e37e62		
103	ok	badb22c323a1aa42ccb1301ba94ef1045fda000b977e18ffeb4d79ef0336148e		
104	ok	0fb012e8b40212c89fed6f19d502d2509041dbab27cbef59c60c4e15168231b8		
105	ok	872edba9b2db7617c5dab000edba5f0b1ad6c79114701b36c1e2f3391625f45a		
106	ok	97587e3a960ff9b3aad6c62a2ad8ec8abb12b2236819a9e754774bd1a32a0cd9		
107	ok	f0847857f5b2d2c78f10cb81449ec7da3dcff9a8ad8c304d41fb7c9ae19bc46c		
108	ok	1af311a1cd4fa5bd3a38527774ef6b671d1c671c36d310431225bb922d3de809		
109	ok	315e1aebc8b2bfe7d099444a0dc12f3adbe1cd728ac9da35560e42edde6ebcc8		
110	ok	69da17717eb746407f3826f1ebe8a29afcd29ba8ca3aaae3b2741bf51adaebb8		
