ayah	verdict	sha256	concern	suggestion
1	ok	af2854549b823b249fb21a63867acb3d722b71f4a93ec6975cf17f0f83ce02b1		
2	ok	82de5d8cea90e41b4d1f1dcab8ff5a1fcb84c04a5f5a1cec367cd6a0f7d2a7ec		
3	ok	83e2cd81b50fa2efda8b68f030149d3e36168d356d9acbd3cca6ec97a86e5b89		
4	ok	8b2f3d87e79ebe77f12c64cea1ae0e00cb1b2d0f36e4ec0f948e8cf0b088611e		
5	ok	8eed9b867fa7d62e11425e1d5112c970c563608768d883100eb21bb2d4cc1472		
6	ok	eb50ae5c1af9148b52402e5860d36ea5052f7e7e02bc2928cd8d7826dc2fff74		
7	ok	24d5d9915604054bc55ef49efbd03550063063c3e05fd559ed421bf403b257b0		
8	ok	eae78b9dfdab96c1f4268cddb7c6229c074579d49304cc124e0b016f79f6886e		
9	ok	5523c50468d80d069339ed868021cc7358783d5f0d372fdb1f110d210bf24df9		
10	ok	5efc3cac7bfc428d1ab5511c6fb15145affc33b0ee7f9814a330d1d5831098be		
11	ok	d97b90def3c4ae66f25a148391a3a40c8dfa3d85b4b0c562998eda9c43758feb		
12	ok	2ba8cab08e57d50fd8a20476ccb38fd4a343e4a9ab8bcee0e0b803bf3fb3d87a		
13	ok	3c6bf8671b26a329cf25d3e2793696028dae55cd761718f808efc1caab2f4539		
14	ok	28bc37fb3b42088b5dea755ec60225d1dd20351aa0b7f171cba79160f5473132		
15	ok	c2a3f9b621f7c2db158e3c0b6495b42e1317d6a99ae21d6382d2d8a9011b5656		
16	ok	7ba464c3f8e4aa9804ff8347cef9de466a700e17b31ddac7b45c8dcc9ebe13ea		
17	ok	752183d5897ea12fd5b5f4602eb362c47b70ba0fa4bb554d90d71645cf0ab25e		
18	ok	b2b2b22658ce61063abe3387295fe0f9e8023c60f5fbf1f188291dae278b4c65		
19	ok	5355686c636965d89cc356373ffb0ab8b157fec1433a9829ffa560b92bb03b33		
20	ok	62d396358ddec3eeeaa0fa57e91ea4348ba78a1c69163cd753677c447345daf5		
21	ok	9ade13bcf665f2f75d0f69045ec00f134c8a90bb975fd601d6eff3fcdd62fa85		
22	ok	770fa2bcbc2b14ffce92532adfd50277d8fb6d3f31c9140663796320c13f5523		
23	ok	4212a173e25e039f439b7dd6804eaffaa80c5cf1cd3ee57b66422b30edeef59d		
24	ok	65fef4a2239ce9b6f8e19aa76463ecf38d7ab76d899503a8602a96b58b8f2c2a		
25	ok	e911180dd2e69a3aab7332ec60d892e9b44627fcaf8992878eafa91a9933a7c9		
26	ok	d1f363be884465eed623d5dc128c1677beffe05cdeefad2488a64126c146999b		
27	ok	fe747c39cd557b48c14fd3d78f88b3ec205342b8971646d758cd369d0a59930f		
28	ok	0925fdd94a09eee84031978bd62d3ac5dae4d18bd1db74aa079eaf41dbef6286		
29	ok	8590e2abf3b3d3e1220d522bcf562a1860129fa7b55f62ebe1a5962bafc21a17		
30	ok	09dd45eaca4cdff3b179ea180967e9d98af3da305c76971bddd459e6d4c9e3a3		
31	concern	8d6ecb57b1c2ff1f16ff3450fcaa0d2a92384c4b129be25f1b0babd1ccacb600	Urdu مطلع ("aware/informed") is romanised "muttala"; wrong vowel gives a different reading. The corpus's own correction at 72:26 ("muttale"->"muttali") fixes the same word to muttali.	aise bachchon ke jo auraton ke parde ki baaton se muttali nahi.
32	ok	a9d5c48d39132ffa0cc7e7bf4cb6a4d5425e9c01619f0f4a8e49233156b84e6b		
33	ok	477c6e45506d003161de3d1e0d9e1c9826caa9dd105c28e69f0d6e55caf06978		
34	ok	ef422272007fe52a2b719ad745ae82b9890a19aab2ceef793494bf8a09fb91e4		
35	ok	7c409b81517dd08388d20995ef3e33e0e0aca78dc82231a97516ab7add6c81c4		
36	ok	437862b504d970911419bebd9e6e5c85462acf6b111ca2bde7259601cea8fcf2		
37	ok	33b53bd32698723681b1d38b713b3e5bf015890749281b6a9458786ffc42f50b		
38	ok	962535cd531dd3fe8fa0a362b3e80e9b5dd77a8309a22d8ce5a5ec651e9d6e3d		
39	ok	3e340b09c9048f2356b7a52d6b5e4b664c136e2bdeddc2d99ebf190b8cd817c0		
40	ok	d9bde18c4045475e9497875f101d15131a5a42f036bc84c478027a6fe7886a2f		
41	ok	5f07934eeb9c3fb96b303f004ab5c88dcae4b040e7e44e1fe40f560f939ad390		
