ayah	verdict	sha256	concern	suggestion
1	ok	f369664a97e4db785e74865a51c719f935e8814862ee9d73acfe59edb7d92980		
2	ok	64064c81eb37cbcfb11a9ded89e59041301a5a660a00ae6b83c0dec90c61eb9e		
3	ok	cfcf42cd65a9162ce7086179c917e801ae95924515c516df3dc064b96b1695c3		
4	ok	f81a1c68e95184d4ce34e7c98b312959de2a58ff57a6fd662a3cba0474f186e6		
5	ok	fb647145f64c14195856ec3c752c859a6e3ca87978e76bc4260469fea3460da1		
6	ok	f92ec9369a48285c95054ff79f0346afee752012ca6f0e38a4c35986a4595bfd		
7	ok	43cf9542dd59a41612e2fe7cc3d1581c8d591b10210d13d27e14cf4b5e9b3b10		
8	ok	7847804622244e3fc90ad332252d2c0b79d4e7d47c6717231db26786cb680b9f		
9	ok	df05d3c4dbc4b257344c5688e78f5f55e2736de1f614f869436b182516adeae2		
10	ok	200bc42b7d551ab18049e806db08351b572c6eacdb6bae5d3cc1d2dc619e7318		
11	ok	6298f328c15cda9a5b7e37de5ee72bee050c9d0d629988b81fa605d65ef151a6		
12	ok	611ed43016cd988217f525f29eb5623afa720966f3bc16c53eae4551fbd8b449		
13	ok	a5fb0cd5f93da30ef7d1ff6a177741e117e773418537dd5cd7121cb4b4916e7f		
14	ok	92cc42663cfcb30c1ca8c0e0cf7bbca43e8735e48091fdadfd11dd439e7d189d		
15	ok	e57a163707a187e43e282b9a5c72c678f7e1db1746704491f2f1f71b698ebe59		
16	ok	880d43c270b96b98a606d516469d3d13f1ae63d9ccfbab92c45f0da08d7d832f		
17	ok	fa71a7e0b51772d553404e44cf22b18038c97c400f8d4e7dafa2c7500f16b9d4		
18	ok	01a47e2c2c04ab3abba109ab6b847e973468b798f33942ed7a9a1d83a76e1208		
19	ok	4fe94d45d21a4b4e1e4cf47aa384b12f1174689013433a26ef56e8c6712ad1c5		
20	ok	d62b4f2208e295282274a34816197160542ab0e909e0270989aca795dd1f206d		
21	ok	3193f96f89b8d2f7dd7578c8c82723e4b7437a3fd5b01781e69102ef0e845806		
22	ok	9d43d66f6b8015a5ff839b464f9fa58904a61a28a51ef47678141199229a85c7		
23	ok	e1b59830bc225d2b9473405448e70670c1bfb84ef97876b5ac35fc04ac9b9e56		
24	ok	57d32ccdc03ff80aadd4da9a35fb29188a2408cb6a47b7e5c289c551b2d9f5a9		
25	ok	804e41211d8a3b566b3345c036907d8d31dfa3b2911d417fec62ee33559816dc		
26	ok	187a4d6df6de96cfbbbb8bcdd648849e86d395c5665deae3f78367e8c6b8bb43		
