ayah	verdict	sha256	concern	suggestion
1	ok	833edaee3902e9238eaeea75cb6a16cf4df79a9afbde64da381831280939cf8a		
2	ok	81eaf60b65e49b75e0b96010e3ebb6099bb0f15e12f0819ead645e6a34081201		
3	ok	b2710eb70a5de8f63779e50ef74967d26429278da2265d157168604488bd2bae		
4	ok	a6d58885689e959fe203fa1317915e8c1605b74fd2848768e5d7143d20f785cc		
5	ok	0420dd10beca86f39f3d3b9025f53907bde1c8f55171665efda09350a838ffe9		
6	ok	f329b865ef38c6095b9cbce7779e43c4ee999fdfd6afa0ad3fa34025180106f6		
7	ok	d2ff9ec2a45848567b247d9e22c67d72db2259f319e7a36205b9b5331a2fb15a		
8	ok	f6ff42714af1b4a055cb7d2ba15cb97b55e0b7e075a5738ad24c9ff073d34c4b		
9	ok	451df769b74705983bcd629c90def3c33792bcc6a1be752d3ca9065c693ae3ff		
10	ok	c029e1cb9445293cede8b1bdefe4e05cb84f280d371af327ad0a1a460cbe6a05		
11	ok	db7d7e47a3af453e99a1d534055c278db2002584a02d3613a0a82852a5681f94		
12	ok	20bc43b2f2c2b5dbfe972c81c7164e2c8db1263eca29c9a0f6475ee68c1f188c		
13	ok	56f3068361d3b652fd8c45d56e055e035a25a0cfced7b088da3ec2a4eec59831		
14	ok	de35f86b82a6214e4e6e15e47f69e4de4a3687e21ef539417fa045a58e372e2a		
15	ok	7c417647b4a1307d33b00da5c6d860f92319b998c666792bbfe6d6f44e2f48ff		
16	ok	206d4653d91a78d4fd6352f7e2b74b92bca1119a35bd130d3e85c66532656cfa		
17	ok	9138a0dc1d9ee58bb8e9e19082f17df395f7bee6998fa838a1ee70615a964a6e		
18	ok	c31d3f91f8511d8d02d63ab51ae780e43d64b73abf53710b3bee9c862dc7b19e		
19	ok	28835f1737ef47783ba2daca9d6775bc8722b144d4a1512f0138c9518a6f6b0b		
20	ok	ac1d70d1f3e627de5d1e45bad73e75ee4a104f6c4dc354aa890294214115b473		
21	ok	496ea02d52f43638a0ed2f72283a9c6f64fa0dd80ed1cc98d7f747e38acf7ec9		
22	ok	995c8b878a319796412099959fbf9cf9bf9555ea66692f287f2ef0c4e8f972b4		
23	ok	c76f7143517a99e64de192abebab4ad66ca68accd0a189517aeb0bdf31995ba7		
24	ok	91583e3d17e43a6400cf12fe00980bcef413a02dca2ac02657e636b0b8e0a9e9		
25	ok	66a928aa0fb15172cec9e08237273c801fec3b17450324935244441a0ec733fd		
26	ok	7145793705d146da8444c597296da4a6756ef47582e59a896ca273e31c73cc52		
27	ok	add3fa23ae33a2bef2c27c4ae0af9bee4960a3f71cd1caffa88c692ef67fe451		
28	ok	b415634368d228b6bfd4735c99bd4a99f9a777820e1d822f768d2e01fb3bd51a		
29	ok	23414e8032635c08ced69751f8259a4f9e55d7964281a67cf8d70738d07f0bcd		
30	ok	45e39b1a3d822d4a054686a4d16a439280b80dfed63e82f52432192b1d6a182b		
31	ok	4d63d538102a7998ef06eaf964caa66fc311744240111aecf3fc372466125b36		
32	ok	eb3445b23acb1070c9b129696a203b96eb102bfe9195c3823a9e2e85a9c8a829		
33	ok	827b2a5c95cee62879369b47415743aab83754c91c3e66e67fac6cafd17a04a9		
34	ok	459d24924c43e369e4057c3cede17fbe89726e07f08bb5fba7ffda8bd81769fb		
35	ok	07c57604eb0c8d64159a1901e019216460d55f3007ef5b0b68e65dc374f102d5		
36	ok	acc9228072e6bc590572f24d085460d77c478460433ca5657675574a18f7535f		
37	ok	4cc8f555a1808007e722ee9d4d9eb47342ff87034cf4b5e5cf3503012049793f		
38	ok	e35fff203950473ea83962ba09c7ae90aaa0527763ff82311e6c343712cb4b19		
39	ok	5ccc623a7a5772ab9140cbf1a84a4bc50895d903a89fdbdc7dd539e190843591		
40	ok	c2e1bf8ca82cf15c9c572f45ae69dd1f685202a2da7c5dc19578e02af1ab9194		
41	ok	4158390b292aba641a9ae7a5552880d0129a882e5532c202ad2b1fee70f157a3		
42	ok	f3ceb2b895715918a6d1322b72a6386401dea39caf254f29be6e24bc93344280		
43	ok	0c3ba6b467a5af804ff75939e990d7028c74aeab9fad4017227175731279ae91		
44	ok	94a20190c936f77706ea02ee924963a0f5eb00be56ea9f226eeaa5ac5ca827fa		
45	ok	ec2f2254bb9f9db135353754c25a57c21d3aae5eac1a40dac308cd883c0026cc		
46	ok	1feabab6ea30140c100c220189dd06949069d16241cccf48da62cbbfb1949ec0		
47	ok	5486f537efeded44474886d35b6b07ba0e14a8494296c3602a121f1020ceac1a		
48	ok	7ad0f79175e5b90f07349247c640ef76eb56f60823eba383521481692102bfee		
49	ok	083e68f691ee007f9aa885a0b01b73b0afd8d4d83fb936ba297cb898c387f1ff		
50	ok	50dfe82fab1575fdbdf70851f2a112c4d4d85fca682ba374e470a45058bbe2d2		
51	ok	bb1816560df9cdcf7dc51cd13fb6f7d15322c5899f323ea7ea0f81bdfbff7aae		
52	ok	3599f64562e451aac590d7fd5a056db4055221f913adcad0810d5403ab6aaff3		
53	ok	b7152aeeb76c059becbb1da495c1491d4037596d3fc86d144658349a9e655644		
54	ok	eec26287165e36de4156038dbdc0de1087b8360365171bab13efeead643682ab		
55	ok	3f2c3d3d369a2da40b340610faca61e6186e6e50c7acdf4da2b29daea595a742		
56	concern	ea964641046f25d18d3139e7d98907e232ffb8764c76d94ccf1413893ef31df9	Urdu دکھا دیں (past tense "showed", agreeing with plural fem nishaaniyan) is romanised "dikha din"; din reads as the noun "day" (دن). Same collision the owner ruled on at 45:17 (Q21): dein is correct here.	Hum ne use apni sab nishaaniyan dikha dein, lekin phir bhi is ne jhutlaaya aur inkaar kar diya.
57	ok	78656cb46feb6e1bc57580ff9e7568361d6bda0b1f9739e63adccb6522197ae9		
58	ok	e9dd6f66c81575898068f6ce2da8c8d4d84a022910b6064df6cf3d5b3adc0d4c		
59	ok	2aa65c7dd04b58c3b5a65e5b34689a7e7d88b7a0cc41e3b69a356787930a9a9a		
60	ok	9fb7aa1c6f57af84999632d28a1f4e49feaf429b0927c896fa1d399baa0b5e85		
61	ok	77d55146405df6161e88ffbb41fa4b48cbaba9b3180a4dc36a69857ae818bc33		
62	ok	e313b0e5f440ceedf89a780e863149b5b0ce6f7bbeb01a589e9c98dd8e2d599e		
63	ok	b70781599a8cd0f6f40ced9b71f307a33b15563b7f04f683903311c991b64d31		
64	ok	d530305c13fc3e99b1ac530fddb05a3bb3bfc8b450d4b8f1cd7978797fc85f74		
65	ok	988bacb9e30541c67e0f3ade694542d86f34d6662c4c07a03d0f3d14547bccbe		
66	ok	dd311ce897ab28e617a3e7f61d22213e55e07cb73f75eeee5b9d5561f86da4d5		
67	ok	8a5dc950e36c450c9b0365073ce7c709e887d06c9141dce066269094f55c43a1		
68	ok	ce469853dbb9cbb3c28b9e23a6e3bdcf9fcb1951e7afb8a102f96ac7ad11667f		
69	ok	04bffbc4141b7d64285db9abe7b507650601892b885ffa21a7f32eb1cf85d1c5		
70	ok	498ab606625d3feae8355de02d6ac97defc67a748a81699f86cfe6268b1d6d9e		
71	ok	00ca28d6032a8a8b1845fa06add484ff24fd05f6c36beafaa7877be1bb91b8f9		
72	ok	4d40913583671d56d50a6fae6dbd0c7388d47a43b0f9d51de51e9a1e406bd221		
73	ok	53ee908c7602122a4fc904658e746b80a38e8583abf3256692ccfe926cfed80a		
74	ok	2d6362ad11b64402b91754f910441173231eb566bbbecf292672e2f2f1cbe2e7		
75	ok	c59aad6c6a1ab8df0c999b77e0c0ada3107bb147ee14104ca7e2c3c3972f6972		
76	ok	500c068946fe381a9d8fc9e97b70d4b43e4fc6a0d6893a580956cb017ebbb934		
77	ok	e803e7a9cbd8c6ab79fe1389efacc1f566a710716e790827f47fe81382178d1c		
78	ok	529e13bbad272412bf5a832958140db74f986cbdc5cba44506635a454141789f		
79	ok	9b91b1b73a1b7dfba2777a1175485f74274ec1b27b07434ce106df8b870ef72e		
80	ok	ebb3c28e35fcd2d38d24fbbf20d2c3542a6a1975fbc4dea0404f76b70631b2d3		
81	ok	011b2b509ec334be86f850e7efd37d22c8117cc4e3b8ed1697238e52911f44f4		
82	ok	8a535fbe0d528de8f5aa0a2e780459245ed8e1851451de445361bac029b284e1		
83	ok	983e4ddacc17591df347cc38119e5b9df5113c5b6097f48403f355160dbe7ede		
84	ok	95a6cf49814aeac026eecd870f6084d1d8dc963bd3699740d9f436df12ae29b9		
85	ok	118412e4ad4f3decc6643008cc270355b0339e447f6c6a432a2213f592c9028a		
86	ok	7707aee7000c699be46ddedc9c27597b8fb9ef9417570efc9cc72b64878ef70a		
87	ok	8c7bf76e6807a3a924c8e96d6b90709680ae2cd4419815c4478ece837daf5ab7		
88	ok	da8a3c1f45bd12a254e3d20438f47151d540ae8eaafee481ff50ccf73cae5d1a		
89	ok	84adaebe538c6bff5a033d721e6843c8c097dd121db1c6ccce7aeb962cdcd68d		
90	ok	1e0c1ace14b51c85e33d137f30f183ebc36853d45bfbba90175a35f973cbe927		
91	ok	8ac1010e60749d9ef756012e9e72d967ea54538583f61f0705b8f28da0645867		
92	ok	71a9059ad5ea319fe7908e887585ed3bfae81f92fcd93e71dffb1df25a78c4dc		
93	ok	bc784f9c31ec34c6fa92f8c62b4ac3e65c3b6b78327952272e969238c951a12b		
94	ok	adcff993b25c4eb91a3657d4a21e30c30e2f90f9977b980c3ae86747cab050f8		
95	ok	760356b71f8d70b936ad8cc1c2cf6c0b370bcb0956cc07c54d2e6c0734d12028		
96	ok	56ae2d31531d87a7a772b386994ff94738fb6ccbd8296ef4d65785970a61cf42		
97	ok	67504b24874af23f9d981e9ee95f8f9a5fd5d47881759fdc3a15b443fa3a117a		
98	ok	d18f969441e41f78a176af4477efa5b6cd34d0196c700cc50ff1f73ba409dfd7		
99	ok	4c661e4193d3d4bb9a2e6bcc8f6307ab1a46942cfb20317fdc980e1cb2b3206b		
100	ok	cdbaf457ffc02eee63697f37d54060cff1dc4db159d8626e2efc65dffa923264		
101	ok	e8491a0a876e5c20018e860b84e7a1635e231c4f5ec48450723bce2619c84aa2		
102	ok	66a792cbc92dbae1fbe10f3265f685356db11601d8385c6de18106e14f0524bc		
103	ok	b57d8ffe1310407422d2b10f13ae2be1fd7e5c5351034668480c8781e86afc40		
104	ok	5749f8f98f6c2997283f9a1b1a7d791fccfbbdd7be91446048d91a087be0550b		
105	ok	9b354132c14c7d6be0a44185e6c259a8863423f53b929e35b4f87e5c5b53d430		
106	ok	d1f6c0b45b6593f8431fb5ac9b00d8f035bbf44e929ac9a55e096247f8235e73		
107	ok	8e1f6003e061a12e4808b899c74bcbc569d43f25cb12b83d61635c746fea1c59		
108	ok	d7c52820cb94cc45112d37c9b199028b78266546d844af9c550d7cfd77f1b84c		
109	ok	a45b6dc5fb435522a38b1095e2345e0a7d404f903bf8f8b12eaa112571576d53		
110	ok	0237572f0cd6fdc19369b0a87e4ac736bb7bb38552eb3cbd22d945276bd17302		
111	ok	c64fee0b31e1433a82532d6bf673bf567d0cd6bcf89034714b71ad3d4c4d78e1		
112	ok	423c2874f8801ee442c43ae5dfd32c00a557ee9c7437af649ba776e3d64f0067		
113	ok	f3d59b0ac2eec6231a0bb81d8ee9507b24e1cb4e5b31011b7721574361df3d05		
114	ok	39a524e0e9556e34e34852ecab9289b8996e643692454ddafae57ebe47107401		
115	ok	38336d1cda28a7875928cf708811b4af3394132c651bdfdcbed64bb727f15309		
116	ok	e544ca6db2848cc5a05d60f504629c239f780247f2c32f85336ca76bf93850a7		
117	ok	75b4e6b84c2d2fc68f8671782e2371316f864c1d662ce49abc8159f4eaa22fd6		
118	ok	16ad347c7aa47b651409153e7fe5922ada0e9cc83c47712e0ac117832c5bf163		
119	ok	83a5b8e41eae1cffc68aa6c993857470db139af4c7a572afb9b35e3638327486		
120	ok	e8a343a07b84bdd2c5f06d8f06594cab2ad2490e65c517910839e8e3c7510148		
121	ok	93e37cdd3340fb0fba45abff1aa4ea00a65a1677b1729f3813ff9723b426823a		
122	ok	6ac220ff6070cd42fa829cc67743543bcb40c83bca5b4087108cd1b04675b9ac		
123	ok	0dfd26019608a30273b48b3a429d9495714fced907480f691084d78ebaacb148		
124	ok	42556803628ace3a28e0d966a11e33520d44bf4bd9d83f416a2bb61b1be51877		
125	ok	85dbc88e25255d7dbc6bb38f4bf5e0a2bff2c2f54f7ccc932e0fb7487f32924a		
126	ok	0afbf5b7b1fe7c648e735b8b7a23f4adfd957d4961c0561e18288dcf0920d952		
127	ok	b89bdb0ae35a5fa9b986f69898856a425e37a31e597bf7dc5628acd0de826dd6		
128	ok	a26de648942d4fa4a5aab5deab92369fd7b632737faa5123f6c16b3a2d8c0583		
129	ok	0f0284928addaacbbc117b340fe71c7af9984c545e436345b2fcfc9b459ada85		
130	ok	e6ca4979406cb7ad65280bad793f14b3451332290e4f4d5bd523416d69b29ef2		
131	ok	82ab014416a0d7b69508ed86662c0e38c8a7e031f648a931d77244a578a53f31		
132	ok	f3880ea00984e3e23867e4aec0982b8b6709dd7e494b29e3fb03495d5c1705e0		
133	ok	c3547bb792b1b71caef987bc5422a28b7b70c843fb8ca177a10094e956c4acef		
