ayah	status	sha256	reviewer	date	note
1	verified	c4b777f2af0ed000cd0ba6f444d60a1fff39b369c9f55eaf37fae82453e0ee08	AI (double) + owner sample	2026-09-25	ADR 0006
2	verified	47cb5d161d417d3cb709aaa8223417e0e5ea22df4476b603bf3407441cad4ad2	AI (double) + owner sample	2026-09-25	ADR 0006
3	verified	63a52df6b6787b4ce3e72c1f277adacfe8f97eee7c047da8bbded0ada29f50d7	AI (double) + owner sample	2026-09-25	ADR 0006
4	verified	f03b2734080210bb5795fac7e2b757bd3f703c3542fd3b0898a0902b24bfe48c	AI (double) + owner sample	2026-09-25	ADR 0006
5	verified	43c0bad52822e135d81f71b0b5ef44d3443a0c441430e61fe4fcf5e158584fc3	AI (double) + owner sample	2026-09-25	ADR 0006
6	verified	532a9ea78c6ded52b9ff76aee7e7d8ccdf18cee1349f1ccf434343e0846848a8	AI (double) + owner sample	2026-09-25	ADR 0006
7	verified	2f56960f756cc8e60517a7ea15f843ac76f04e937214ea32f04b3005c93f086e	AI (double) + owner sample	2026-09-25	ADR 0006
8	verified	bccf722ff20bb847b4b8bb93436280ad87c73af0755c6f691ea591674816fbb5	AI (double) + owner sample	2026-09-25	ADR 0006
9	verified	4b4cea5c4a494ee6cdab4fe489a6e7bf08d6209c49324552a987e44ccb8a182b	AI (double) + owner sample	2026-09-25	ADR 0006
10	verified	6447faa52ac143a47551795a3594e884b29c44bac4220d6f38652c8024afa80e	AI (double) + owner sample	2026-09-25	ADR 0006
11	verified	d90711199bd8f57c0c65705732396d95517412b6a6e97d32fbf2bd467d50085e	AI (double) + owner sample	2026-09-25	ADR 0006
12	verified	415eb8031db70da3b02800622ea0270dbaf747b710629707a3eca160b0246751	AI (double) + owner sample	2026-09-25	ADR 0006
13	verified	0d5340a091ff43e7b91ec1239ec49c4bb85429f001ed75a8c4aa395689e5bc4a	AI (double) + owner sample	2026-09-25	ADR 0006
14	verified	4c2cf910cf43f5d913c58a970a2fd935b04a6ede76b1ca49eb0d6855e88613c4	AI (double) + owner sample	2026-09-25	ADR 0006
15	verified	f7143903cc94ade5c08dc7116d40b314ff05ad2d0e303f08fd58ac836069ac49	AI (double) + owner sample	2026-09-25	ADR 0006
16	verified	e334fe2be6c8362a7282284d72b14889b1fcaefa51de419598bb460653f5d74c	AI (double) + owner sample	2026-09-25	ADR 0006
17	verified	04203e9a79c62288f70d42ca7917eca75fad87a76a9cc90dadaed3239769863f	AI (double) + owner sample	2026-09-25	ADR 0006
18	verified	5bbc1726f4cd4ba3d0309f30e75e223db0f2dc0416c8638128cc4d934b16092f	AI (double) + owner sample	2026-09-25	ADR 0006
19	verified	a440ca137a7bb42ee0a3ef357fea71f0e593d624bddb95f312edabd786f143e9	AI (double) + owner sample	2026-09-25	ADR 0006
20	verified	36a2d79480bb5c0f8123f5e61765ea5f698c29e8d21847f0f74104df62b04cc7	AI (double) + owner sample	2026-09-25	ADR 0006
21	verified	78579d5f4199b66107074c1aa908344319e576141f8ec11ab6e50f75ff2b537a	AI (double) + owner sample	2026-09-25	ADR 0006
22	verified	a09d09da636996ec6b57b2e16665c925d11d3df93d885bae9bf5949c41caec36	AI (double) + owner sample	2026-09-25	ADR 0006
23	verified	baef225142009633076227cff7b455196b8ef7317e08f0ec15fba9c78c9a544b	AI (double) + owner sample	2026-09-25	ADR 0006
24	verified	06dadadddc3dea265cc9d36ae533fadaa0aa3a8179af9a1da014c62fe1153c5d	AI (double) + owner sample	2026-09-25	ADR 0006
25	verified	e240dbc76dd42914e16bfb7aa54f3e8930c09d825dde36c4ee196e0f49a8153f	AI (double) + owner sample	2026-09-25	ADR 0006
26	verified	ba2ec23df2b8fbb9f7eef285b739da64260998058ca0eeae535bfe381731c4aa	AI (double) + owner sample	2026-09-25	ADR 0006
27	verified	708b0d35722bd28a61de42da11763c53cea796099ba87d14cb1c1f2c237fbbd1	AI (double) + owner sample	2026-09-25	ADR 0006
28	verified	56570212dcc9ebecc5075198f04c1d5603ab2fcb0cf8cf772d4fe4552138dabc	AI (double) + owner sample	2026-09-25	ADR 0006
29	verified	6304b14267fa97d6ccb3d97df13d3daf8064fc15b780ff25f1b015129aab57f6	AI (double) + owner sample	2026-09-25	ADR 0006
30	verified	98c5ea319a18e384b64a41010af913e8e728717e43af5de5f7e8bf3591b6dc37	AI (double) + owner sample	2026-09-25	ADR 0006
31	verified	93a5f5d668610781ef9437b9b6ff9438daef66f3fce9d11714ceec59728726a8	AI (double) + owner sample	2026-09-25	ADR 0006
32	verified	38cd226ec87f80e9b565ffe103a7dbcb65cab2a5940c3a629777102c959eaa39	AI (double) + owner sample	2026-09-25	ADR 0006
33	verified	eab98a655030de29ce83204e43fcbfd33fc7e0821b36ae5d9dffdc5d6bb7c9e8	AI (double) + owner sample	2026-09-25	ADR 0006
34	verified	72c2daea6fa39a011ef5ed413816e7ff02508cde4effdb301c78d7eca4665008	AI (double) + owner sample	2026-09-25	ADR 0006
35	verified	b0e615e83cb83bc0d7e45764f7767de8daca055d95c634f4628657d4caa94437	AI (double) + owner sample	2026-09-25	ADR 0006
36	verified	69b625a316915e33ebd87ef8e41f8515c0f02ad9871f4fe7db6606f20e95d6f3	AI (double) + owner sample	2026-09-25	ADR 0006
37	verified	39e4caaaaf82dbe73119f92f929269308c0402ac0bad17b8bc0a53a3c032103c	AI (double) + owner sample	2026-09-25	ADR 0006
38	verified	83ade63da4f008e34e21072287751b42ea26455b6393e2a1f4089552bdaa4864	AI (double) + owner sample	2026-09-25	ADR 0006
39	verified	4c4ee57f3fa3cb478f9593ed5f6fde10d64f827108ed9dbe9a0bd7c710c3bb53	AI (double) + owner sample	2026-09-25	ADR 0006
40	verified	73e9f2ea9a0dad980ff8723543b8ff9fb949cc98cc57724ca15e87609cdcd2a2	AI (double) + owner sample	2026-09-25	ADR 0006
41	verified	cb456268f644642acb3fa2b17c53414f559f857f04d0a5aaa0b1c885270820d6	AI (double) + owner sample	2026-09-25	ADR 0006
42	verified	a73bb5460477da01236a7ba50461235e65416f2e6cec6843af2f488170110b3d	AI (double) + owner sample	2026-09-25	ADR 0006
43	verified	c760bf86af6ac3e5b5158295bf3a95a0183a9802298bfbbf532e132958b09951	AI (double) + owner sample	2026-09-25	ADR 0006
44	verified	decef5db6e95ec7393958465234e1e5c147dedc51b70bbf1fab54306c6b9f898	AI (double) + owner sample	2026-09-25	ADR 0006
45	verified	7398221c7ecc0d0e825bbe9e45035b86e1abca16b7fcb7a595cf462d1ec437fa	AI (double) + owner sample	2026-09-25	ADR 0006
